电影名,电影链接,电影详情,工作人员,评论人数,豆瓣评分
猜火车,https://movie.douban.com/subject/1292528/,1996 / 英国 / 剧情 犯罪,导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...,307873人评价,8.5
罗生门,https://movie.douban.com/subject/1291879/,1950 / 日本 / 犯罪 剧情 悬疑,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...,176807人评价,8.8
完美陌生人,https://movie.douban.com/subject/26614893/,2016 / 意大利 / 剧情 喜剧,导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...,336450人评价,8.5
头号玩家,https://movie.douban.com/subject/4920389/,2018 / 美国 / 动作 科幻 冒险,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...,833474人评价,8.7
惊魂记,https://movie.douban.com/subject/1293181/,1960 / 美国 / 悬疑 惊悚 恐怖,导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles,127782人评价,8.9
阿飞正传,https://movie.douban.com/subject/1305690/,1990 / 香港 / 犯罪 剧情 爱情,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,298246人评价,8.5
香水,https://movie.douban.com/subject/1760622/,2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻,导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,364773人评价,8.5
功夫,https://movie.douban.com/subject/1291543/,2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻,导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,473498人评价,8.4
可可西里,https://movie.douban.com/subject/1308857/,2004 / 中国大陆 香港 / 剧情 犯罪,导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,172352人评价,8.7
黑天鹅,https://movie.douban.com/subject/1978709/,2010 / 美国 / 剧情 惊悚,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...,552738人评价,8.5
记忆碎片,https://movie.douban.com/subject/1304447/,2000 / 美国 / 犯罪 剧情 悬疑 惊悚,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,375962人评价,8.6
心迷宫,https://movie.douban.com/subject/25917973/,2014 / 中国大陆 / 剧情 犯罪 悬疑,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,276956人评价,8.7
纵横四海,https://movie.douban.com/subject/1295409/,1991 / 中国香港 / 剧情 喜剧 动作 犯罪,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,229162人评价,8.8
教父3,https://movie.douban.com/subject/1294240/,1990 / 美国 / 剧情 犯罪,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,193773人评价,8.8
荒蛮故事,https://movie.douban.com/subject/24750126/,2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪,导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,226127人评价,8.8
完美的世界,https://movie.douban.com/subject/1300992/,1993 / 美国 / 剧情 犯罪,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,124407人评价,9.1
达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,2013 / 美国 / 剧情 传记 同性,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,267002人评价,8.7
雨人,https://movie.douban.com/subject/1291870/,1988 / 美国 / 剧情,导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...,269152人评价,8.7
三块广告牌,https://movie.douban.com/subject/26611804/,2017 / 美国 英国 / 剧情 犯罪,导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...,498434人评价,8.7
花样年华,https://movie.douban.com/subject/1291557/,2000 / 中国香港 / 剧情 爱情,导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...,339941人评价,8.6
被解救的姜戈,https://movie.douban.com/subject/6307447/,2012 / 美国 / 剧情 动作 西部 冒险,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,361057人评价,8.7
卢旺达饭店,https://movie.douban.com/subject/1291822/,2004 / 英国 南非 意大利 美国 / 剧情 历史 战争,导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,162620人评价,8.9
你的名字。,https://movie.douban.com/subject/26683290/,2016 / 日本 / 剧情 爱情 动画,导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...,766902人评价,8.4
我是山姆,https://movie.douban.com/subject/1306861/,2001 / 美国 / 剧情 家庭,导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...,158205人评价,8.9
头脑特工队,https://movie.douban.com/subject/10533913/,2015 / 美国 / 喜剧 动画 冒险,导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,343189人评价,8.7
海边的曼彻斯特,https://movie.douban.com/subject/25980443/,2016 / 美国 / 剧情 家庭,导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...,297232人评价,8.6
你看起来好像很好吃,https://movie.douban.com/subject/4848115/,2010 / 日本 / 剧情 动画 儿童,导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...,204000人评价,8.8
哪吒闹海,https://movie.douban.com/subject/1307315/,1979 / 中国大陆 / 冒险 动画 奇幻,导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...,131952人评价,9
恋恋笔记本,https://movie.douban.com/subject/1309163/,2004 / 美国 / 剧情 爱情,导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...,388689人评价,8.5
无敌破坏王,https://movie.douban.com/subject/6534248/,2012 / 美国 / 喜剧 动画 奇幻 冒险,导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...,309849人评价,8.7
冰川时代,https://movie.douban.com/subject/1291578/,2002 / 美国 / 喜剧 动画 冒险,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,382467人评价,8.5
二十二,https://movie.douban.com/subject/26430107/,2015 / 中国大陆 / 纪录片,导演: 郭柯 Ke Guo   主演:,171173人评价,8.7
虎口脱险,https://movie.douban.com/subject/1296909/,1966 / 法国 英国 / 喜剧 战争,导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,142048人评价,8.9
海洋,https://movie.douban.com/subject/3443389/,2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,116965人评价,9.1
谍影重重2,https://movie.douban.com/subject/1308767/,2004 / 美国 德国 / 动作 悬疑 惊悚,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,220550人评价,8.6
朗读者,https://movie.douban.com/subject/2213597/,2008 / 美国 德国 / 剧情 爱情,导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...,334883人评价,8.5
牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,1991 / 中国台湾 / 剧情 犯罪,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,150701人评价,8.8
浪潮,https://movie.douban.com/subject/2297265/,2008 / 德国 / 剧情 惊悚,导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...,174468人评价,8.7
谍影重重,https://movie.douban.com/subject/1304102/,2002 / 美国 德国 捷克 / 动作 悬疑 惊悚,导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,262808人评价,8.6
战争之王,https://movie.douban.com/subject/1419936/,2005 / 美国 法国 / 剧情 犯罪,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,226503人评价,8.6
疯狂的石头,https://movie.douban.com/subject/1862151/,2006 / 中国大陆 香港 / 喜剧 犯罪,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,456187人评价,8.4
地球上的星星,https://movie.douban.com/subject/2363506/,2007 / 印度 / 剧情 儿童 家庭,导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...,121967人评价,8.9
初恋这件小事,https://movie.douban.com/subject/4739952/,2010 / 泰国 / 剧情 喜剧 爱情,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,639153人评价,8.3
青蛇,https://movie.douban.com/subject/1303394/,1993 / 香港 / 剧情 爱情 奇幻 古装,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,306219人评价,8.5
终结者2：审判日,https://movie.douban.com/subject/1291844/,1991 / 美国 法国 / 动作 科幻,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,200554人评价,8.6
爱在午夜降临前,https://movie.douban.com/subject/10808442/,2013 / 美国 希腊 / 剧情 爱情,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,168790人评价,8.8
源代码,https://movie.douban.com/subject/3075287/,2011 / 美国 加拿大 / 科幻 悬疑 惊悚,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,523257人评价,8.4
新龙门客栈,https://movie.douban.com/subject/1292287/,1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,260498人评价,8.5
步履不停,https://movie.douban.com/subject/2222996/,2008 / 日本 / 剧情 家庭,导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,141222人评价,8.8
奇迹男孩,https://movie.douban.com/subject/26787574/,2017 / 美国 中国香港 / 剧情 儿童 家庭,导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...,327005人评价,8.6
小萝莉的猴神大叔,https://movie.douban.com/subject/26393561/,2015 / 印度 / 剧情 喜剧 动作,导演: 卡比尔·汗 Kabir Khan   主演: 萨尔曼·汗 Salman Khan / 哈莎莉·马...,275031人评价,8.5
无耻混蛋,https://movie.douban.com/subject/1438652/,2009 / 美国 德国 / 剧情 犯罪,导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...,296457人评价,8.5
一次别离,https://movie.douban.com/subject/5964718/,2011 / 伊朗 法国 / 剧情 家庭,导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...,169256人评价,8.7
追随,https://movie.douban.com/subject/1397546/,1998 / 英国 / 犯罪 悬疑 惊悚,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...,109158人评价,8.9
再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,2013 / 美国 / 喜剧 爱情 音乐,导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...,247458人评价,8.5
釜山行,https://movie.douban.com/subject/25986180/,2016 / 韩国 / 动作 惊悚 灾难,导演: 延尚昊 Sang-ho Yeon   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...,571632人评价,8.4
血钻,https://movie.douban.com/subject/1428175/,2006 / 美国 德国 / 剧情 惊悚 冒险,导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...,198320人评价,8.6
彗星来的那一夜,https://movie.douban.com/subject/25807345/,2013 / 美国 英国 / 科幻 悬疑 惊悚,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,279240人评价,8.5
新世界,https://movie.douban.com/subject/10437779/,2013 / 韩国 / 剧情 犯罪,导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,152771人评价,8.7
城市之光,https://movie.douban.com/subject/1293908/,1931 / 美国 / 喜剧 剧情 爱情,导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,65738人评价,9.3
东京物语,https://movie.douban.com/subject/1291568/,1953 / 日本 / 剧情 家庭,导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...,73526人评价,9.2
2001太空漫游,https://movie.douban.com/subject/1292226/,1968 / 英国 美国 / 科幻 惊悚 冒险,导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...,151045人评价,8.7
撞车,https://movie.douban.com/subject/1388216/,2004 / 美国 德国 / 犯罪 剧情,导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...,220357人评价,8.6
绿里奇迹,https://movie.douban.com/subject/1300374/,1999 / 美国 / 犯罪 剧情 奇幻 悬疑,导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,146691人评价,8.7
梦之安魂曲,https://movie.douban.com/subject/1292270/,2000 / 美国 / 剧情,导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...,145564人评价,8.7
疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,2015 / 澳大利亚 美国 / 动作 科幻 冒险,导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,299489人评价,8.6
聚焦,https://movie.douban.com/subject/25954475/,2015 / 美国 / 剧情 传记,导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...,173880人评价,8.8
E.T. 外星人,https://movie.douban.com/subject/1294638/,1982 / 美国 / 剧情 科幻,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 亨利·托马斯 Henry Tho...,212788人评价,8.6
黑鹰坠落,https://movie.douban.com/subject/1291824/,2001 / 美国 / 动作 历史 战争,导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...,171018人评价,8.6
这个男人来自地球,https://movie.douban.com/subject/2300586/,2007 / 美国 / 剧情 科幻,导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...,246375人评价,8.5
末路狂花,https://movie.douban.com/subject/1291992/,1991 / 美国 法国 / 犯罪 剧情 惊悚,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,138937人评价,8.7
遗愿清单,https://movie.douban.com/subject/1867345/,2007 / 美国 / 冒险 喜剧 剧情,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,193393人评价,8.6
发条橙,https://movie.douban.com/subject/1292233/,1971 / 英国 美国 / 犯罪 剧情 科幻,导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...,239344人评价,8.5
变脸,https://movie.douban.com/subject/1292659/,1997 / 美国 / 动作 科幻 犯罪 惊悚,导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...,274184人评价,8.4
勇闯夺命岛,https://movie.douban.com/subject/1292728/,1996 / 美国 / 动作 冒险,导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...,183290人评价,8.6
国王的演讲,https://movie.douban.com/subject/4023638/,2010 / 英国 澳大利亚 美国 / 剧情 传记 历史,导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...,438382人评价,8.4
我爱你,https://movie.douban.com/subject/5908478/,2011 / 韩国 / 剧情 爱情,导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,85406人评价,9
千钧一发,https://movie.douban.com/subject/1300117/,1997 / 美国 / 剧情 科幻 惊悚,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,132591人评价,8.7
黄金三镖客,https://movie.douban.com/subject/1401118/,1966 / 意大利 西班牙 西德 / 冒险 西部,导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef,71596人评价,9.1
非常嫌疑犯,https://movie.douban.com/subject/1292214/,1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚,导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...,164531人评价,8.6
秒速5厘米,https://movie.douban.com/subject/2043546/,2007 / 日本 / 动画 剧情 爱情,导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...,416114人评价,8.3
驴得水,https://movie.douban.com/subject/25921812/,2016 / 中国大陆 / 剧情 喜剧,导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...,508342人评价,8.3
哈利·波特与密室,https://movie.douban.com/subject/1296996/,2002 / 美国 英国 德国 / 奇幻 冒险,导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...,282880人评价,8.4
哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/,2004 / 英国 美国 / 剧情 奇幻 冒险,导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...,263740人评价,8.5
